loc_rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_plx
1932,Kepler-12 b,Kepler-12,b,1,1,Transit,2011,0,4.4379629,0.0553,19.661,1.754,137.30256,0.432,Mass,0,877.54,1480,88.796,,5947,1.48,1.17,0.449,881.386,1.1057
1933,Kepler-120 b,Kepler-120,b,1,2,Transit,2014,0,6.312501,0.055,2.15,0.192,8.5,0.027,Mass,0,42.69,575,89.91,M0 V,4096,0.53,0.65,-0.677,388.63,2.54441
1934,Kepler-120 c,Kepler-120,c,1,2,Transit,2014,0,12.794585,0.088,1.53,0.136,2.96,0.0093,M-R relationship,0,16.62,455,89.64,M0 V,4096,0.53,0.65,-0.677,388.63,2.54441
1935,Kepler-1200 b,Kepler-1200,b,1,1,Transit,2016,0,1.11854972,0.0188,1.06,0.095,1.2,0.00377,M-R relationship,0,544.53,1174,87.68,,4612,0.7,0.74,-0.689,588.715,1.67082
1936,Kepler-1201 b,Kepler-1201,b,1,1,Transit,2016,0,15.18725932,0.1183,2.29,0.204,5.86,0.0184,M-R relationship,0,89.43,789,86.77,,6177,1.24,1.15,0.044,944.241,1.03091
1937,Kepler-1202 b,Kepler-1202,b,1,1,Transit,2016,0,28.6851324,0.179,2.94,0.262,8.96,0.0282,M-R relationship,0,23.88,547,86.68,,5834,1.04,1.03,-0.134,1175.38,0.822781
1938,Kepler-1203 b,Kepler-1203,b,1,1,Transit,2016,0,0.58800076,0.0114,1.06,0.095,1.2,0.00377,M-R relationship,0,723.81,1188,83.78,,4105,0.61,0.64,-0.854,317.022,3.1258
1939,Kepler-1204 b,Kepler-1204,b,1,1,Transit,2016,0,85.7350285,0.3877,3.05,0.272,9.53,0.03,M-R relationship,0,7.02,448,89.98,,5825,1.03,1.03,-0.058,1175.22,0.822404
1940,Kepler-1205 b,Kepler-1205,b,1,1,Transit,2016,0,1.07839035,0.0196,1.41,0.126,2.57,0.00809,M-R relationship,0,1038.49,1667,76.41,,5226,0.81,0.84,-0.418,698.485,1.40312
1941,Kepler-1206 b,Kepler-1206,b,1,1,Transit,2016,0,1.21699766,0.0201,1.64,0.146,3.33,0.0105,M-R relationship,0,588.02,1314,89.77,,4877,0.75,0.8,-0.62,762.019,1.28463
1942,Kepler-1207 b,Kepler-1207,b,1,1,Transit,2016,0,13.68237119,0.1156,1.62,0.145,3.26,0.0102,M-R relationship,0,352.51,802,88.35,,5909,1.06,1.06,0.638,1754.19,0.54123
1943,Kepler-1208 b,Kepler-1208,b,1,1,Transit,2016,0,11.08507637,0.0901,2.32,0.207,5.99,0.0189,M-R relationship,0,37.66,665,88.44,,5001,0.76,0.8,-0.553,825.176,1.18475
1944,Kepler-1209 b,Kepler-1209,b,1,1,Transit,2016,0,25.369116,0.18,1.51,0.135,2.89,0.00909,M-R relationship,0,63.25,755,87.87,,6210,1.38,1.23,0.343,505.531,1.94973
1945,Kepler-121 b,Kepler-121,b,1,2,Transit,2014,0,3.177422,0.039,2.34,0.209,6.08,0.0191,M-R relationship,0,220.49,997,85.79,,5311,0.7,0.86,-0.474,510.523,1.93016
1946,Kepler-121 c,Kepler-121,c,1,2,Transit,2014,0,41.008011,0.216,2.27,0.203,5.77,0.0182,M-R relationship,0,7.3,425,88.72,,5311,0.7,0.86,-0.474,510.523,1.93016
1947,Kepler-1210 b,Kepler-1210,b,1,1,Transit,2016,0,8.07124073,0.0753,1.7,0.152,3.53,0.0111,M-R relationship,0,152.05,856,89.39,,5568,0.92,0.94,-0.149,1176.53,0.821945
1948,Kepler-1211 b,Kepler-1211,b,1,1,Transit,2016,0,11.01816836,0.0985,2.55,0.227,7.04,0.0221,M-R relationship,0,139.85,840,84.66,,5705,0.94,0.96,0.134,1826.53,0.518186
1949,Kepler-1212 b,Kepler-1212,b,1,1,Transit,2016,0,12.94130146,0.1082,2.14,0.191,5.22,0.0164,M-R relationship,0,142.1,795,89.93,,6051,1.15,1.1,0.211,1316.57,0.731062
1950,Kepler-1213 b,Kepler-1213,b,1,1,Transit,2016,0,5.34982412,0.0635,1.19,0.106,1.81,0.0057,M-R relationship,0,595.42,1156,80.06,,6050,1.21,1.14,0.395,807.812,1.20905
1951,Kepler-1214 b,Kepler-1214,b,1,1,Transit,2016,0,18.82634264,0.128,2.36,0.211,6.17,0.0194,M-R relationship,0,23.18,591,89.82,,5130,0.8,0.85,-0.419,729.227,1.34295
1952,Kepler-1215 b,Kepler-1215,b,1,1,Transit,2016,0,4.76703963,0.0528,1.22,0.109,1.98,0.00624,M-R relationship,0,253.96,1046,89.76,,5616,0.93,0.95,-0.182,661.022,1.48405
1953,Kepler-1216 b,Kepler-1216,b,1,1,Transit,2016,0,4.37034536,0.0519,1.39,0.124,2.51,0.0079,M-R relationship,0,415.55,1191,89.55,,5743,0.98,0.99,0.073,1258.36,0.766115
1954,Kepler-1217 b,Kepler-1217,b,1,1,Transit,2016,0,2.03232507,0.0326,1.99,0.178,4.62,0.0145,M-R relationship,0,1302.95,1542,89.19,,5905,1.08,1.06,0.085,1347.71,0.713438
1955,Kepler-1218 b,Kepler-1218,b,1,1,Transit,2016,0,22.9221266,0.1564,1.44,0.128,2.67,0.00839,M-R relationship,0,84.83,684,88.01,,5986,1.1,1.06,0.363,840.503,1.16109
1956,Kepler-1219 b,Kepler-1219,b,1,1,Transit,2016,0,16.10467749,0.1418,2.12,0.189,5.14,0.0162,M-R relationship,0,430.69,1159,89.4,,5944,1.94,1.25,0.926,880.895,1.10685
1957,Kepler-122 b,Kepler-122,b,1,5,Transit,2014,0,5.766193,0.064,2.34,0.209,6.08,0.0191,M-R relationship,0,448.1,1159,89.92,,6050,1.22,1.08,0.27,1027.45,0.944664
1958,Kepler-122 c,Kepler-122,c,1,5,Transit,2014,0,12.465988,0.108,5.87,0.524,29,0.0912,M-R relationship,0,160.5,897,89.39,,6050,1.22,1.08,0.27,1027.45,0.944664
1959,Kepler-122 d,Kepler-122,d,1,5,Transit,2014,0,21.587475,0.155,2.2,0.196,5.48,0.0172,M-R relationship,0,77.14,747,89.99,,6050,1.22,1.08,0.27,1027.45,0.944664
1960,Kepler-122 e,Kepler-122,e,1,5,Transit,2014,0,37.993273,0.227,2.6,0.232,27.7,0.087,Mass,0,36.3,618,89.97,,6050,1.22,1.08,0.27,1027.45,0.944664
1961,Kepler-122 f,Kepler-122,f,1,5,Transit Timing Variations,2014,0,56.268,0.287,1.75,0.156,36,0.113,Mass,0,21.52,543,89.97,,6102,0.95,1.03,0.27,1027.45,0.944664
1962,Kepler-1220 b,Kepler-1220,b,1,1,Transit,2016,0,7.42693741,0.0734,1.52,0.136,2.92,0.0092,M-R relationship,0,177.84,899,88.86,,5842,0.99,1,0.025,961.907,1.01233
1963,Kepler-1221 b,Kepler-1221,b,1,1,Transit,2016,0,12.00096042,0.0906,1.88,0.168,4.19,0.0132,M-R relationship,0,37.81,632,88.53,,5194,0.82,0.87,-0.355,913.65,
1964,Kepler-1222 b,Kepler-1222,b,1,1,Transit,2016,0,1.91694425,0.0282,0.79,0.07,0.418,0.00131,M-R relationship,0,416.23,1246,87.57,,5239,0.8,0.84,-0.458,415.218,2.3796
1965,Kepler-1223 b,Kepler-1223,b,1,1,Transit,2016,0,16.301259,0.1186,1.22,0.109,1.98,0.00624,M-R relationship,0,20.51,557,86.86,,4870,0.75,0.8,-0.541,459.957,2.14535
1966,Kepler-1224 b,Kepler-1224,b,1,1,Transit,2016,0,13.32351601,0.1165,1.33,0.119,2.33,0.00733,M-R relationship,0,132.66,872,89.5,,6155,1.22,1.18,0.293,559.598,1.75853
1967,Kepler-1225 b,Kepler-1225,b,1,1,Transit,2016,0,7.01075434,0.0771,1.82,0.162,3.97,0.0125,M-R relationship,0,324.28,1453,88.92,,6140,1.19,1.13,0.333,1347.52,0.713579
1968,Kepler-1226 b,Kepler-1226,b,1,1,Transit,2016,0,17.2923453,0.1361,1.45,0.129,2.7,0.00849,M-R relationship,0,140.38,809,85.04,,5923,1.02,1.02,0.359,1125.72,0.860293
1969,Kepler-1227 b,Kepler-1227,b,1,1,Transit,2016,0,94.2887577,0.4092,2.29,0.204,5.86,0.0184,M-R relationship,0,4.18,369,89.75,,5747,0.95,0.97,-0.158,623.706,1.57451
1970,Kepler-1228 b,Kepler-1228,b,1,1,Transit,2016,0,0.57736958,0.0125,1.54,0.137,2.99,0.0094,M-R relationship,0,1598.66,1757,89.56,,5063,0.74,0.78,-0.555,515.453,1.91138
1971,Kepler-1229 b,Kepler-1229,b,1,1,Transit,2016,0,86.828989,0.3006,1.4,0.125,2.54,0.008,M-R relationship,0,0.52,212,89.997,,3784,0.51,0.54,-1.533,265.482,3.73881
1972,Kepler-123 b,Kepler-123,b,1,2,Transit,2014,0,17.232366,0.135,2.94,0.262,55.3,0.174,Mass,0,138.81,817,89.17,,6089,1.26,1.01,0.41,1021.66,0.950448
1973,Kepler-123 c,Kepler-123,c,1,2,Transit,2014,0,26.695074,0.181,1.48,0.132,2.79,0.00879,M-R relationship,0,77.4,706,89.83,,6089,1.26,1.01,0.41,1021.66,0.950448
1974,Kepler-1230 b,Kepler-1230,b,1,1,Transit,2016,0,9.95661537,0.0921,2.71,0.242,7.8,0.0245,M-R relationship,0,153.93,946,83.62,,5961,1.08,1.06,0.096,1364.22,0.704679
1975,Kepler-1231 b,Kepler-1231,b,1,1,Transit,2016,0,10.41725184,0.0914,1.42,0.127,2.6,0.00819,M-R relationship,0,117.52,870,89.65,,5778,1,1.01,0.023,987.237,0.984289
1976,Kepler-1232 b,Kepler-1232,b,1,1,Transit,2016,0,26.7839183,0.1673,1.93,0.172,4.38,0.0138,M-R relationship,0,14.6,523,89.95,,5471,0.89,0.92,-0.359,632.865,1.55144
1977,Kepler-1233 b,Kepler-1233,b,1,1,Transit,2016,0,45.1263042,0.263,2.6,0.232,7.27,0.0229,M-R relationship,0,30.06,604,89.39,,6198,1.25,1.16,0.221,1178.7,0.820419
1978,Kepler-1234 b,Kepler-1234,b,1,1,Transit,2016,0,11.94014029,0.096,2.81,0.251,8.3,0.0261,M-R relationship,0,40.12,625,89.35,,4967,0.76,0.8,-0.454,916.749,1.06285
1979,Kepler-1235 b,Kepler-1235,b,1,1,Transit,2016,0,4.16055856,0.0491,0.79,0.07,0.418,0.00131,M-R relationship,0,265.32,985,89.68,,5541,0.9,0.93,-0.156,540.604,1.82094
1980,Kepler-1236 b,Kepler-1236,b,1,1,Transit,2016,0,31.0571618,0.1803,2.14,0.191,5.22,0.0164,M-R relationship,0,13.57,480,89.72,,5337,0.82,0.86,-0.379,999.64,0.973229
1981,Kepler-1237 b,Kepler-1237,b,1,1,Transit,2016,0,84.5733226,0.3778,2.86,0.255,8.55,0.0269,M-R relationship,0,4.04,366,89.99,,5472,0.9,0.94,-0.258,1064.31,0.912359
1982,Kepler-1238 b,Kepler-1238,b,1,1,Transit,2016,0,4.14787559,0.0541,1.93,0.172,4.38,0.0138,M-R relationship,0,1195.2,1389,78.14,,6386,1.48,1.3,0.584,1632.13,0.585003
1983,Kepler-1239 b,Kepler-1239,b,1,1,Transit,2016,0,5.19104016,0.0625,2.9,0.259,8.75,0.0275,M-R relationship,0,462.91,1183,89.3,,6564,1.57,1.4,0.447,2140.6,0.438967
1984,Kepler-124 b,Kepler-124,b,1,3,Transit,2014,0,3.410493,0.039,0.73,0.065,0.315,0.00099,M-R relationship,0,198.84,892,70.06,,4984,0.64,0.84,-0.467,420.046,2.35187
1985,Kepler-124 c,Kepler-124,c,1,3,Transit,2014,0,13.821375,0.1,1.75,0.156,3.71,0.0117,M-R relationship,0,30.72,560,86.05,,4984,0.64,0.84,-0.467,420.046,2.35187
1986,Kepler-124 d,Kepler-124,d,1,3,Transit,2014,0,30.950851,0.17,1.11,0.099,1.41,0.00444,M-R relationship,0,10.5,428,86.47,,4984,0.64,0.84,-0.467,420.046,2.35187
1987,Kepler-1240 b,Kepler-1240,b,1,1,Transit,2016,0,4.8663815,0.0557,1.15,0.103,1.6,0.00505,M-R relationship,0,539.13,1121,89.38,,5682,0.96,0.98,0.223,862.186,1.13114
1988,Kepler-1241 b,Kepler-1241,b,1,1,Transit,2016,0,18.5525701,0.1336,2.63,0.235,7.41,0.0233,M-R relationship,0,31.46,612,87.94,,5261,0.8,0.84,-0.324,968.722,1.00482
1989,Kepler-1242 b,Kepler-1242,b,1,1,Transit,2016,0,13.62798432,0.1039,2.26,0.202,5.73,0.018,M-R relationship,0,29,639,86.08,,4895,0.74,0.77,-0.516,687.615,1.42599
1990,Kepler-1243 b,Kepler-1243,b,1,1,Transit,2016,0,16.8320729,0.1256,1.75,0.156,3.71,0.0117,M-R relationship,0,36.16,690,88.9,,5667,0.94,0.96,-0.244,758.17,1.29057
1991,Kepler-1244 b,Kepler-1244,b,1,1,Transit,2016,0,3.70428172,0.0502,1.35,0.12,2.39,0.00752,M-R relationship,0,4756.32,1839,90,,6680,1.77,1.46,1.032,1075.81,0.900907
1992,Kepler-1245 b,Kepler-1245,b,1,2,Transit,2016,0,4.35409304,0.0484,1.44,0.128,2.67,0.00839,M-R relationship,0,194.34,1043,85.65,,5306,0.83,0.86,-0.411,805.936,1.21237
1993,Kepler-1245 c,Kepler-1245,c,1,2,Transit,2016,0,2.93658468,0.0372,1.44,0.128,2.67,0.00839,M-R relationship,0,328.98,1190,82.32,,5306,0.83,0.86,-0.411,805.936,1.21237
1994,Kepler-1246 b,Kepler-1246,b,1,1,Transit,2016,0,11.32271513,0.0848,1.36,0.121,2.42,0.00761,M-R relationship,0,26.45,554,84.06,,4611,0.69,0.73,-0.727,436.505,2.26281
1995,Kepler-1247 b,Kepler-1247,b,1,1,Transit,2016,0,13.71220213,0.1091,2.33,0.208,6.04,0.019,M-R relationship,0,41.47,676,88.82,,5303,0.82,0.86,-0.345,1045.92,0.92864
1996,Kepler-1248 b,Kepler-1248,b,1,1,Transit,2016,0,7.46725407,0.0806,1.18,0.105,1.76,0.00553,M-R relationship,0,271.25,1035,87.99,,6149,1.21,1.21,0.276,593.026,
1997,Kepler-1249 b,Kepler-1249,b,1,1,Transit,2016,0,24.3347127,0.167,2.38,0.212,6.26,0.0197,M-R relationship,0,98.34,647,89.97,,6202,1.28,1.19,0.428,1904.54,0.497523
1998,Kepler-125 b,Kepler-125,b,1,2,Transit,2014,0,4.164389,0.041,2.37,0.211,6.21,0.0195,M-R relationship,0,33.18,590,87.73,M1 V,3810,0.51,0.54,-1.328,183.365,5.4249
1999,Kepler-125 c,Kepler-125,c,1,2,Transit,2014,0,5.774464,0.051,0.74,0.066,0.33,0.00104,M-R relationship,0,16.81,529,88.94,M1 V,3810,0.51,0.54,-1.328,183.365,5.4249
2000,Kepler-1250 b,Kepler-1250,b,1,1,Transit,2016,0,2.60754383,0.0393,1.92,0.171,4.35,0.0137,M-R relationship,0,1866.19,1431,89.17,,5717,0.98,0.99,0.343,2126.85,0.440291
2001,Kepler-1251 b,Kepler-1251,b,1,1,Transit,2016,0,45.0904643,0.2478,1.84,0.164,4.04,0.0127,M-R relationship,0,13.78,487,88.01,,5545,0.89,0.92,-0.153,902.204,1.08
2002,Kepler-1252 b,Kepler-1252,b,1,1,Transit,2016,0,15.0540329,0.1078,1.67,0.149,3.43,0.0108,M-R relationship,0,57.58,665,86.09,,5949,1.09,1.06,-0.13,648.979,1.51226
2003,Kepler-1253 b,Kepler-1253,b,1,1,Transit,2016,0,68.8861915,0.3133,1.33,0.119,2.33,0.00733,M-R relationship,0,21.62,501,89.84,,5850,1.1,0.97,0.345,514.524,1.91487
2004,Kepler-1254 b,Kepler-1254,b,1,3,Transit,2016,0,9.99113313,0.0833,1.55,0.138,3.02,0.00951,M-R relationship,0,33.98,660,88.16,,4985,0.75,0.78,-0.572,622.818,1.577
2005,Kepler-1254 c,Kepler-1254,c,1,3,Transit,2016,0,3.60084276,0.0422,1.3,0.116,2.24,0.00705,M-R relationship,0,132.39,927,88.3,,4985,0.75,0.78,-0.572,622.818,1.577
2006,Kepler-1254 d,Kepler-1254,d,1,3,Transit,2016,0,5.72717226,0.0575,1.31,0.117,2.27,0.00714,M-R relationship,0,71.31,794,88.57,,4985,0.75,0.78,-0.572,622.818,1.577
2007,Kepler-1255 b,Kepler-1255,b,1,1,Transit,2016,0,36.2919336,0.2226,2.32,0.207,5.99,0.0189,M-R relationship,0,39.67,694,90,,6018,1.12,1.08,0.307,1617.07,0.590994
2008,Kepler-1256 b,Kepler-1256,b,1,1,Transit,2016,0,12.4127754,0.1063,1.49,0.133,2.83,0.00889,M-R relationship,0,211.55,933,87.43,,6129,1.36,1.17,0.428,891.192,1.09336
2009,Kepler-1257 b,Kepler-1257,b,1,1,Transit,2016,0,2.66831376,0.0376,1.52,0.136,2.92,0.0092,M-R relationship,0,546.91,1252,87.65,,5502,0.87,0.9,-0.136,1105.95,0.876807
2010,Kepler-1258 b,Kepler-1258,b,1,1,Transit,2016,0,0.98494017,0.0201,0.86,0.077,0.566,0.00178,M-R relationship,0,2775,2335,89.33,,5839,0.99,0.99,0.094,717.555,1.36485
2011,Kepler-1259 b,Kepler-1259,b,1,1,Transit,2016,0,0.66308526,0.0141,1.43,0.128,2.63,0.00829,M-R relationship,0,2460.58,1681,71.76,,5053,0.77,0.8,-0.333,805.562,1.2131
2012,Kepler-126 b,Kepler-126,b,1,3,Transit,2014,0,10.495711,0.099,1.52,0.136,2.92,0.0092,M-R relationship,0.07,298.09,1009,89.46,,6239,1.36,1.18,0.452,237.401,4.18363
2013,Kepler-126 c,Kepler-126,c,1,3,Transit,2014,0,21.869741,0.162,1.58,0.141,3.12,0.00982,M-R relationship,0.19,112.13,790,88.75,,6239,1.36,1.18,0.452,237.401,4.18363
2014,Kepler-126 d,Kepler-126,d,1,3,Transit,2014,0,100.283134,0.448,2.5,0.223,6.8,0.0214,M-R relationship,0.02,14.71,475,89.5,,6239,1.36,1.18,0.452,237.401,4.18363
2015,Kepler-1260 b,Kepler-1260,b,1,1,Transit,2016,0,19.1187753,0.1444,1.77,0.158,3.78,0.0119,M-R relationship,0,171.93,823,87.16,,5961,1.08,1.06,0.526,1734.43,0.548413
2016,Kepler-1261 b,Kepler-1261,b,1,1,Transit,2016,0,48.4308991,0.239,2.26,0.202,5.73,0.018,M-R relationship,0,4.74,396,89.11,,5006,0.77,0.82,-0.523,744.294,1.31506
2017,Kepler-1262 b,Kepler-1262,b,1,1,Transit,2016,0,8.67900242,0.083,1.82,0.162,3.97,0.0125,M-R relationship,0,142.54,949,89.44,,5771,0.98,0.99,-0.105,1054.87,0.919613
2018,Kepler-1263 b,Kepler-1263,b,1,1,Transit,2016,0,4.55139967,0.0499,1.14,0.102,1.55,0.00489,M-R relationship,0,144.81,907,88.98,,5213,0.8,0.84,-0.414,664.83,1.47547
2019,Kepler-1264 b,Kepler-1264,b,1,1,Transit,2016,0,0.96852602,0.0191,1.18,0.105,1.76,0.00553,M-R relationship,0,2367.8,1677,65.17,,5791,0.98,0.99,-0.055,801.993,1.21925
2020,Kepler-1265 b,Kepler-1265,b,1,1,Transit,2016,0,6.49441289,0.0612,1.35,0.12,2.39,0.00752,M-R relationship,0,58.15,732,84.68,,4630,0.69,0.71,-0.7,583.641,1.68501
2021,Kepler-1266 b,Kepler-1266,b,1,2,Transit,2016,0,28.474748,0.1689,2.58,0.23,7.18,0.0226,M-R relationship,0,10.31,489,88.28,,5044,0.76,0.8,-0.53,849.312,1.14948
2022,Kepler-1266 c,Kepler-1266,c,1,2,Transit,2021,0,4.86631012,0.052,1.68,0.15,3.46,0.0109,M-R relationship,0,142.39,881,84.73,,4996,0.83,0.79,-0.53,849.312,1.14948
2023,Kepler-1267 b,Kepler-1267,b,1,1,Transit,2016,0,13.0313945,0.1057,3.01,0.269,9.32,0.0293,M-R relationship,0,86.47,774,86.61,,6096,1.2,1.15,0.003,1379.43,0.697575
2024,Kepler-1268 b,Kepler-1268,b,1,1,Transit,2016,0,40.9903986,0.2383,2.03,0.181,4.78,0.015,M-R relationship,0,40.65,627,89.94,,5904,1.09,1.06,0.345,1840.77,0.514107
2025,Kepler-1269 b,Kepler-1269,b,1,1,Transit,2016,0,37.3331536,0.226,1.63,0.145,3.29,0.0104,M-R relationship,0,69,657,87.64,,5998,1.15,1.1,0.556,1097.23,0.882619
2026,Kepler-127 b,Kepler-127,b,1,3,Transit,2014,0,14.435889,0.125,1.4,0.125,2.54,0.008,M-R relationship,0.47,159.16,884,88.65,,6106,1.36,1.27,0.407,352.794,2.80577
2027,Kepler-127 c,Kepler-127,c,1,3,Transit,2014,0,29.393195,0.2,2.66,0.237,7.56,0.0238,M-R relationship,0.03,61.69,698,88.95,,6106,1.36,1.27,0.407,352.794,2.80577
2028,Kepler-127 d,Kepler-127,d,1,3,Transit,2014,0,48.630408,0.28,2.64,0.236,7.46,0.0235,M-R relationship,0.03,31.52,590,89.96,,6106,1.36,1.27,0.407,352.794,2.80577
2029,Kepler-1270 b,Kepler-1270,b,1,1,Transit,2016,0,6.03356196,0.0663,3.32,0.296,11,0.0346,M-R relationship,0,1217.39,1598,85.42,,5047,3.38,1.28,0.713,1095.05,0.884313
2030,Kepler-1271 b,Kepler-1271,b,1,1,Transit,2016,0,3.0255955,0.0418,1.48,0.132,2.79,0.00879,M-R relationship,0,975.18,1484,79.13,,6143,1.23,1.13,0.219,831.991,1.17358
2031,Kepler-1272 b,Kepler-1272,b,1,1,Transit,2016,0,51.1309704,0.2705,2.37,0.211,6.21,0.0195,M-R relationship,0,34.43,542,88.77,,5926,1.09,1.06,0.37,1206.37,0.800307
2032,Kepler-1273 b,Kepler-1273,b,1,1,Transit,2016,0,28.625653,0.1857,2.49,0.222,6.76,0.0213,M-R relationship,0,14.88,573,89.98,,5566,0.91,0.94,-0.305,1114.24,0.869576
2033,Kepler-1274 b,Kepler-1274,b,1,1,Transit,2016,0,6.98152703,0.0806,1.42,0.127,2.6,0.00819,M-R relationship,0,975.81,1384,83.27,,6179,2.17,1.45,0.798,614.648,1.59861
2034,Kepler-1275 b,Kepler-1275,b,1,1,Transit,2016,0,3.65691115,0.0488,1.48,0.132,2.79,0.00879,M-R relationship,0,822.48,1368,89.07,,6296,1.36,1.23,0.315,1153.98,0.838045
2035,Kepler-1276 b,Kepler-1276,b,1,1,Transit,2016,0,12.5720095,0.1072,1.19,0.106,1.81,0.0057,M-R relationship,0,139.77,886,89.27,,6188,1.21,1.14,0.22,538.481,1.8285
2036,Kepler-1277 b,Kepler-1277,b,1,1,Transit,2016,0,40.8365012,0.2237,1.6,0.143,3.19,0.01,M-R relationship,0,12.11,496,89.65,,5578,0.92,0.94,-0.199,557.193,1.76603
2037,Kepler-1278 b,Kepler-1278,b,1,1,Transit,2016,0,3.23941344,0.0419,1.01,0.09,1.01,0.00317,M-R relationship,0,1314.67,1213,87.54,,6074,1.16,1.11,0.366,889.426,1.09568
2038,Kepler-1279 b,Kepler-1279,b,1,1,Transit,2016,0,23.4774101,0.1633,1.75,0.156,3.71,0.0117,M-R relationship,0,190.85,738,89.97,,6221,1.33,1.21,0.693,1494.22,0.640381
2039,Kepler-128 b,Kepler-128,b,1,2,Transit,2013,0,15.09,0.1231,1.43,0.128,0.77,0.00242,Mass,0,227.4,968,89.96,,6136,1.61,1.09,0.575,396.379,2.49421
2040,Kepler-128 c,Kepler-128,c,1,2,Transit,2013,0,22.804,0.1622,1.34,0.12,0.9,0.00283,Mass,0,130.98,843,89.53,,6136,1.61,1.09,0.575,396.379,2.49421
2041,Kepler-1280 b,Kepler-1280,b,1,1,Transit,2016,0,66.5579057,0.38,1.87,0.167,4.16,0.0131,M-R relationship,0,35.29,757,89.69,,6227,1.32,1.2,0.679,1486.7,0.643883
2042,Kepler-1281 b,Kepler-1281,b,1,1,Transit,2016,0,3.11602791,0.0415,1.64,0.146,3.33,0.0105,M-R relationship,0,375.55,1123,89.17,,5353,0.83,0.87,-0.292,1090,0.818645
2043,Kepler-1282 b,Kepler-1282,b,1,1,Transit,2016,0,2.13194651,0.0335,1.55,0.138,3.02,0.00951,M-R relationship,0,672.53,1418,88.66,,5504,0.89,0.92,-0.183,1103.29,0.878043
2044,Kepler-1283 b,Kepler-1283,b,1,1,Transit,2016,0,12.9460978,0.1062,1.91,0.17,4.31,0.0136,M-R relationship,0,80.34,764,89.4,,6175,1.25,1.16,0.927,2921.99,0.314584
2045,Kepler-1284 b,Kepler-1284,b,1,1,Transit,2016,0,0.66407381,0.0143,1.21,0.108,1.92,0.00606,M-R relationship,0,2190.08,1703,82.63,,5123,0.79,0.84,-0.395,882.324,1.10517
2046,Kepler-1285 b,Kepler-1285,b,1,1,Transit,2016,0,14.7967458,0.1268,0.97,0.087,0.871,0.00274,M-R relationship,0,181.59,874,89.48,,6170,1.28,1.2,0.481,422.269,2.33938
2047,Kepler-1286 b,Kepler-1286,b,1,1,Transit,2016,0,11.25402929,0.0991,2.15,0.192,5.27,0.0166,M-R relationship,0,151.77,888,87.68,,5753,0.98,1,0.128,1354.46,0.709606
2048,Kepler-1287 b,Kepler-1287,b,1,1,Transit,2016,0,11.47685909,0.0976,1.54,0.137,2.99,0.0094,M-R relationship,0,78.16,796,89.87,,5715,0.94,0.96,-0.091,1003.26,0.968282
2049,Kepler-1288 b,Kepler-1288,b,1,1,Transit,2016,0,2.76122421,0.0435,1.12,0.1,1.46,0.00459,M-R relationship,0,3906.36,2017,87.58,,6132,1.29,1.2,0.302,814.078,1.4003796
2050,Kepler-1289 b,Kepler-1289,b,1,1,Transit,2016,0,7.99019627,0.0785,1.52,0.136,2.92,0.0092,M-R relationship,0,223.44,1113,89.67,,6080,1.17,1.1,0.16,1053.57,0.920716
2051,Kepler-129 b,Kepler-129,b,1,3,Transit,2014,0,15.79,0.13,2.4,0.214,20,0.06293,Msini,0.01,158.31,910,89.89,G4 V,5770,1.65,1.18,0.464,408.845,2.41732
2052,Kepler-129 c,Kepler-129,c,1,3,Transit,2014,0,82.2,0.39,2.52,0.225,43,0.13529,Mass,0.2,17.55,525,90,G4 V,5770,1.65,1.18,0.464,408.845,2.41732
2053,Kepler-129 d,Kepler-129,d,1,3,Radial Velocity,2021,0,2646,4,12.6,1.12,2637.97578,8.3,Msini,0.15,,,,G4 V,5770,1.65,1.18,0.454,408.845,2.41732
2054,Kepler-1290 b,Kepler-1290,b,1,1,Transit,2016,0,4.69500134,0.0557,1.42,0.127,2.6,0.00819,M-R relationship,0,443.22,1098,89,,5660,0.93,0.95,0.069,1593.7,0.599171
2055,Kepler-1291 b,Kepler-1291,b,1,1,Transit,2016,0,8.63043276,0.0779,1.66,0.148,3.39,0.0107,M-R relationship,0,62.82,739,88.03,,5216,0.8,0.84,-0.467,897.352,1.08646
2056,Kepler-1292 b,Kepler-1292,b,1,1,Transit,2016,0,3.27646405,0.0443,1.82,0.162,3.97,0.0125,M-R relationship,0,521.1,1195,90,,5556,0.93,0.95,-0.091,1493.43,0.64124
2057,Kepler-1293 b,Kepler-1293,b,1,1,Transit,2016,0,5.57654784,0.0659,0.97,0.087,0.871,0.00274,M-R relationship,0,929.12,1183,87.54,,6241,1.28,1.18,0.604,1028.16,0.943767
2058,Kepler-1294 b,Kepler-1294,b,1,1,Transit,2016,0,115.6862258,0.4684,3.19,0.285,10.3,0.0324,M-R relationship,0,12.36,401,89.93,,5776,0.97,0.99,0.421,1855.7,0.510047
2059,Kepler-1295 b,Kepler-1295,b,1,1,Transit,2016,0,3.81371974,0.0464,1.55,0.138,3.02,0.00951,M-R relationship,0,279.94,1029,88.78,,5486,0.89,0.92,-0.283,1174.46,0.823879
